id,title,location,department,industry,salary_range,work_from_home,company_logo,screening_round,employment_type,required_experience,required_education,is_authentic
9750,Lawn and Maintenance Contractors ,New York,Design,Education Management,,0,0,0,Contract,,,0
16964,Software Engineer - Java/EDI Programmer,Athens,Engineering,Internet,,0,0,0,Full-time,Mid-Senior level,,1
7470,Director of Peri-Anesthesia  ,Athens,Customer Service,Computer Software,,0,0,0,Full-time,,,0
5272,Customer Care Representative,Athens,Education,Information Technology and Services,,0,1,1,,,,1
4223,Framer new home construction ,San Francisco,Education,Computer Software,,0,0,0,,,,1
602,Customer Service Associate ,Sacramento,Education,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
9818,Animal Control Officer I,San Francisco,Engineering,Telecommunications,,0,1,1,Temporary,Entry level,High School or equivalent,1
14175,"Marketing & BD Superstar (with focus on arts, music and entertainment)",Athens,Administrative,Hospital & Health Care,,0,1,0,Full-time,,,1
8899,West Yorkshire Apprenticeship Vacancies Under NAS 16-18 Year Olds Only,Sacramento,Education,Information Technology and Services,,0,1,1,Full-time,Not Applicable,High School or equivalent,1
2545,Advertising Account Executive,Athens,Health Care Provider,Internet,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
6268,Technical Project Manager,San Francisco,Education,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Unspecified,1
11114,Interactive Web Designer ,Athens,Engineering,Consumer Services,,0,1,1,,,,1
6878,Electrical Technician III,London,Customer Service,Computer Software,,0,0,0,,,,0
11543,Director of Engineering HMA Security Products,London,Information Technology,Marketing and Advertising,,0,1,1,Full-time,Director,Master's Degree,0
5330,Digital Internship,Athens,Health Care Provider,Telecommunications,,0,1,0,Other,Internship,,1
5506,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,San Francisco,Customer Service,Computer Software,,0,0,0,,,,0
8446,DIVISION ELECTRICAL ENGINEER,London,Sales,Marketing and Advertising,,0,0,0,Full-time,,,0
1345,Telecom Sales Representative - UK Market,Sacramento,Education,Financial Services,,1,1,1,,,,1
2942,Lead E-Commerce Developer,San Francisco,Design,Hospital & Health Care,,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,1
14987,Radiological Technologist (Rad Tech) ,Athens,Engineering,Telecommunications,,0,1,1,Full-time,Associate,,1
15158,Helpdesk Analyst,London,Health Care Provider,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
6565, Accounting Clerk ,London,Information Technology,Computer Software,28000-32000,0,1,1,Full-time,Associate,High School or equivalent,0
13838,Web Application Developer,San Francisco,Other,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
2022,Subsea Process System Engineer,San Francisco,Customer Service,Consumer Services,,0,1,0,Full-time,,Master's Degree,0
1396,Field Technician,San Francisco,Information Technology,Consumer Services,24000-26000,0,1,1,Full-time,Associate,Bachelor's Degree,1
5074,Junior Engineer/Engineering Technician,San Francisco,Sales,Computer Software,6266624-8582080,0,0,1,Full-time,Entry level,Associate Degree,0
3795,System Administration,London,Health Care Provider,Oil & Energy,,0,1,1,,,,1
3968,Data Scientist,Sacramento,Engineering,Consumer Services,,0,1,1,Full-time,,,1
17564,"URGENT Job Full Time & Part Time, Cash Pay.",San Francisco,Education,Information Technology and Services,,0,0,0,Part-time,,,0
14271,Northwestern Hospital,Athens,Sales,Education Management,,0,0,0,,,,0
3645,Customer Service Representative,New York,Information Technology,Internet,,1,0,0,Full-time,Entry level,High School or equivalent,0
94,Administrative Assistant ,New York,Administrative,Consumer Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
6111,Data Entry,London,Health Care Provider,Hospital & Health Care,,0,0,0,Full-time,Entry level,Unspecified,0
5792,Headhunter / Recruiter - Looking for Partner,Sacramento,Administrative,Telecommunications,,0,1,1,Full-time,Mid-Senior level,Unspecified,1
5555,Online Marketing Manager Italy,Sacramento,Administrative,Telecommunications,,0,1,1,,,,1
10659,Penrith Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Athens,Sales,Financial Services,,0,1,1,Full-time,Not Applicable,High School or equivalent,1
17485,Advertising Sales Manager,San Francisco,Customer Service,Computer Software,,0,1,1,Full-time,Mid-Senior level,,1
16220,Human Resources Assistant,London,Education,Hospital & Health Care,,0,1,1,,,,1
7662,Office Data Processing Assistant,San Francisco,Sales,Internet,,1,0,0,,Entry level,Some High School Coursework,0
17620,JOB VACANCY IN ST.ERMIN'S HOTEL LONDON,Athens,Marketing,Telecommunications,4500-5000,0,0,1,Full-time,Entry level,High School or equivalent,0
3353,Customer Engagement Analyst,Sacramento,Education,Consumer Services,,1,1,1,Full-time,,Bachelor's Degree,1
6675,SMALL ENGINE EQUIPMENT TECHNICIAN,San Francisco,Engineering,Financial Services,,0,0,0,Full-time,,High School or equivalent,1
17573,Home Based Typist (Full/Part Time),San Francisco,Administrative,Education Management,,0,0,0,,,,0
15115,Application Developer,New York,Education,Consumer Services,,0,0,0,Full-time,,,1
5877,"Section Manager, Thessaloniki",Sacramento,Other,Oil & Energy,,0,1,1,Full-time,,,1
7706,Registered Nurse - Surgery,Sacramento,Education,Financial Services,,0,1,1,Full-time,Mid-Senior level,Certification,1
13768,Maintenance Person,San Francisco,Health Care Provider,Financial Services,,0,1,1,Full-time,Entry level,Unspecified,1
5285,Senior Developer,Sacramento,Administrative,Telecommunications,,0,1,1,,,,1
5785,"iLog Developer - Contract in Mclean, VA",New York,Administrative,Financial Services,,0,1,0,,,,1
9673,Graduates: English Teacher Abroad ,San Francisco,Design,Internet,,0,1,0,Contract,,Bachelor's Degree,1
11147,Front End Developer | Client-Side Coder,Athens,Administrative,Telecommunications,,0,1,1,Full-time,Associate,Bachelor's Degree,1
7945,Sales Representative,San Francisco,Customer Service,Information Technology and Services,30000-40000,1,1,0,Full-time,Entry level,High School or equivalent,0
8783,Network Engineer,Sacramento,Administrative,Hospital & Health Care,,0,1,1,Full-time,Associate,Associate Degree,1
17766,Data Entry Admin/Clerical Positions - Work From Home,London,Sales,Computer Software,,0,0,0,,,,0
15085,Head of Marketing,London,Design,Consumer Services,50000-150000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
3611,Administrative Coordinator,London,Marketing,Consumer Services,,0,1,0,Full-time,,,1
17646,Customer Service Rep,New York,Design,Information Technology and Services,26000-50000,0,0,1,Part-time,Not Applicable,Unspecified,0
11306,Assistant Manager,New York,Administrative,Hospital & Health Care,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
12502,Agent-Inbound Sales Position,Athens,Sales,Consumer Services,0-0,1,1,0,Full-time,Entry level,High School or equivalent,1
14979,Business Analyst / Solutions Consultant (Malaysia),Athens,Health Care Provider,Financial Services,70000-100000,0,1,1,Full-time,Mid-Senior level,Associate Degree,1
10565,Director of Engineering | HMA Security Products,London,Marketing,Financial Services,,0,1,1,Full-time,Director,Master's Degree,0
4995,Graduates: English Teacher Abroad (Conversational),Sacramento,Administrative,Telecommunications,,0,1,1,Contract,Entry level,Bachelor's Degree,1
11769,Lead Software Engineer - Web,Athens,Administrative,Education Management,,0,1,1,,,,0
9325,Shyp Hero Courier - Los Angeles ,Sacramento,Information Technology,Hospital & Health Care,,0,1,1,Contract,Not Applicable,,1
13551,C.V. para Base de Datos,Athens,Marketing,Education Management,,0,1,0,,,,1
10594,Full Stack Developer / Ruby on Rails - 640 Labs,New York,Administrative,Education Management,80000-100000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
15532,cnc operator trainee,San Francisco,Education,Computer Software,0-0,0,1,0,Full-time,,,1
5521,Home Based Payroll Typist/Data Entry Clerks Positions Available,Athens,Engineering,Education Management,,0,0,0,,,,0
17664,Cash In Hand Job (Urgent Staff Required),New York,Customer Service,Oil & Energy,,0,0,0,Part-time,,,0
16736,Software Developer,Athens,Sales,Telecommunications,,0,1,1,Full-time,Not Applicable,Unspecified,1
17669,Sales Representative,London,Engineering,Computer Software,30000-60000,1,1,0,Full-time,Entry level,High School or equivalent,0
13725,Automotive Controls Engineer,New York,Other,Hospital & Health Care,,0,0,0,Full-time,,,1
15207,Software Test Automation Engineer,London,Health Care Provider,Financial Services,,0,1,1,Full-time,Mid-Senior level,,1
3934,Project Manager: Mechanical,London,Marketing,Internet,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9793,Cabling Techs,London,Other,Consumer Services,,0,1,1,,,,1
8681,Credit and Collections Clerk,London,Engineering,Marketing and Advertising,37000-40000,0,0,0,Full-time,Entry level,High School or equivalent,0
9116,Mobile Developer-Back End ,San Francisco,Information Technology,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
16452,Shyp Hero Courier- SF,New York,Administrative,Hospital & Health Care,,0,1,1,Contract,Not Applicable,High School or equivalent,1
13436,Customer Support Specialist with Russian,San Francisco,Engineering,Marketing and Advertising,,0,1,0,Full-time,Entry level,Bachelor's Degree,1
8592,Med Surg RN ,London,Information Technology,Financial Services,,0,0,0,Full-time,,,0
17825,Military Benefits Counselor,New York,Health Care Provider,Education Management,,1,1,1,,,,0
624,Customer Service Technical Specialist ,Athens,Sales,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
14544,Sr. Mobile SDK Developer (Android),Sacramento,Sales,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17629,Cruise Staff Wanted *URGENT*,San Francisco,Engineering,Financial Services,,0,0,1,,,,0
13618,Sales Development Representative,London,Administrative,Marketing and Advertising,,0,0,1,Full-time,Associate,Bachelor's Degree,1
3907,Technical Support Engineer,San Francisco,Education,Information Technology and Services,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
7972,Software Project Coordinator (Part-time),London,Administrative,Telecommunications,,1,1,1,Contract,Associate,,1
1011,WF5 9TJ Office Administrator,Sacramento,Education,Oil & Energy,,0,1,1,Full-time,Entry level,Vocational,1
7099,Sales Operations Manager,London,Education,Marketing and Advertising,,0,1,1,Full-time,Associate,Bachelor's Degree,1
16892, Sales Consultant,Athens,Administrative,Marketing and Advertising,60-150,0,1,0,Full-time,Entry level,High School or equivalent,1
14001,Process Engineer Mechanical,New York,Other,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
157,Choose Your Own Adventure,San Francisco,Other,Hospital & Health Care,,0,1,0,,,,1
9402,Customer Service Associate ,London,Education,Computer Software,,0,1,0,Full-time,Entry level,High School or equivalent,1
12306,"Executive Assistant (Tech, Internet, Global, Mobile, Growth)",San Francisco,Other,Consumer Services,25000-40000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
16553,Nursing & Therapy Positions- Home Care,London,Other,Information Technology and Services,,0,0,0,,,,0
1612,Hotel Assistant General Manager,New York,Health Care Provider,Telecommunications,,0,1,1,,,,1
8372,English Teacher Abroad ,Athens,Other,Telecommunications,,0,1,1,Contract,,Bachelor's Degree,1
14540,"Business Development, Client Relations, and Inside Sales Representative",San Francisco,Engineering,Hospital & Health Care,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
4197,Core member of startup in the hospitality industry,New York,Sales,Telecommunications,,0,0,1,Full-time,Associate,Bachelor's Degree,1
8280,WordPress Developer,Athens,Engineering,Consumer Services,80000-100000,0,1,1,Full-time,Associate,,1
3612,"Account Sales Managers $80-$130,000/yr",Sacramento,Health Care Provider,Marketing and Advertising,,0,1,0,Full-time,Associate,High School or equivalent,0
8642,Mobile Application Developer,Athens,Health Care Provider,Oil & Energy,,1,1,0,Full-time,,,1
6506,SECURITY OFFICER ,Athens,Engineering,Marketing and Advertising,28000-32000,0,1,1,Full-time,Entry level,High School or equivalent,0
7874,Digital Copywriter,New York,Health Care Provider,Financial Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
4977,Sr Java/Web Developer,London,Information Technology,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Unspecified,1
813,UST Testing Technician II ,Sacramento,Marketing,Education Management,65000-75000,0,1,1,Full-time,Mid-Senior level,Certification,0
1465,Behavioral Assistant Intern  ,Sacramento,Customer Service,Financial Services,,0,1,0,Contract,,,1
17830,Android Developer,Athens,Marketing,Education Management,,0,0,0,,,,0
16441,"Legal Services Clerk / Immigration Consultant, Downtown Vancouver",London,Health Care Provider,Consumer Services,,0,1,0,Full-time,Associate,Bachelor's Degree,1
16555,Independent Sales Associate - Real Estate Sales,New York,Customer Service,Computer Software,45000-175000,1,1,1,Other,Associate,High School or equivalent,1
353,Retail Sports Betting Specialist Pame Stoixima,Sacramento,Sales,Education Management,,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,1
6088,   Environmental Technician I,San Francisco,Engineering,Information Technology and Services,,0,0,0,Full-time,,,0
15864,Support Engineer,Sacramento,Education,Internet,60000-80000,0,1,1,Full-time,Associate,Certification,1
5978,Cognos Developer,Athens,Education,Hospital & Health Care,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
10924,Software Engineer,San Francisco,Customer Service,Financial Services,60000-75000,0,1,1,Full-time,Not Applicable,Bachelor's Degree,1
17525,Data Entry Admin/Clerical Positions - Work From Home,London,Sales,Oil & Energy,,0,0,0,,,,0
6519,WAREHOUSE ASSOCIATE,New York,Marketing,Computer Software,23000-26000,0,1,1,Full-time,Entry level,High School or equivalent,0
407,Paid Internship for Africa Program,Athens,Other,Financial Services,,0,1,0,Other,Internship,Bachelor's Degree,1
7749,Accountant,Athens,Information Technology,Telecommunications,,0,1,1,Full-time,Associate,Bachelor's Degree,0
17439,Top Star SAP BI Hire Program ( SAP BW / BO / HANA),Sacramento,Health Care Provider,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
2477,Technical Intern,New York,Administrative,Oil & Energy,,0,1,1,Other,Entry level,Unspecified,1
5289,"Brand Ambassador - Entry-Level Advertising, Marketing and PR",Sacramento,Other,Telecommunications,,0,1,0,Full-time,Entry level,Unspecified,1
6013,Systems Engineer,Athens,Design,Hospital & Health Care,,0,1,0,Full-time,,,1
2472,Software Sales Representative,Sacramento,Health Care Provider,Hospital & Health Care,23000-96000,0,0,1,Full-time,Internship,Unspecified,1
5761,"Agency Sales Managers $150-$175,000/yr",London,Customer Service,Computer Software,,0,1,0,Full-time,Associate,High School or equivalent,0
7661,Full/PartTime Data Entry Work ,New York,Education,Information Technology and Services,,1,0,0,,Entry level,Some High School Coursework,0
6288,Production Engineer,Athens,Education,Marketing and Advertising,,0,0,0,Full-time,,,0
9847,Wakefield/Ossett Apprenticeships Under NAS 16-18 Year Olds Only,Athens,Administrative,Hospital & Health Care,,0,1,1,,Not Applicable,High School or equivalent,1
8703,Data Processing Agent,London,Marketing,Internet,,1,0,0,,Entry level,Some High School Coursework,0
5859,Media Sales Manager - In New Media Advertising (DOOH),Athens,Health Care Provider,Consumer Services,12000-17500,1,0,1,Full-time,Mid-Senior level,Certification,1
10650,Junior Account Manager ,Sacramento,Education,Telecommunications,,0,1,1,Full-time,,Bachelor's Degree,1
2373,Carpenter-Cabinet Maker,Athens,Customer Service,Hospital & Health Care,,0,0,0,Full-time,,,1
11293,English Teacher Abroad,Athens,Marketing,Hospital & Health Care,,0,1,1,Contract,,Bachelor's Degree,1
178,Underwriter,London,Other,Information Technology and Services,0-0,0,1,1,Other,Entry level,High School or equivalent,1
1621,Account Manager,New York,Administrative,Computer Software,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
1495, JOB VACANCIES AT MONTCALM LUXURY HOTEL LONDON.,New York,Design,Internet,2500-3500,0,1,0,Full-time,Entry level,Certification,0
10099, Retail Assistant Everyman stationery Store ,Athens,Engineering,Oil & Energy,,0,1,0,Part-time,,,1
8981,Senior Linux Server Administrator,London,Health Care Provider,Financial Services,,0,1,0,Full-time,Mid-Senior level,,1
8621,SQL Server DBA,London,Education,Hospital & Health Care,,0,1,0,,,,1
8600,Senior Systems Engineer (DevOps),Athens,Administrative,Hospital & Health Care,,0,1,0,Full-time,Mid-Senior level,,1
2397,Senior QA Engineer ,New York,Customer Service,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
6900,Automotive Crash Analyst,Sacramento,Engineering,Oil & Energy,70000-85000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
10738,CASH In Hand Job (Part-Time Staff Needed),San Francisco,Information Technology,Information Technology and Services,,0,0,0,Part-time,,,0
1323,Junior Marketing Assistant,Sacramento,Customer Service,Telecommunications,,0,1,0,Full-time,Associate,Master's Degree,1
7518,Senior Application Engineer ( MACsec/FCoE ) ,New York,Design,Internet,135-165,0,1,0,,,,1
11430,File Clerk,Athens,Design,Education Management,,0,1,1,Full-time,Entry level,High School or equivalent,1
251,Helpdesk Specialist,San Francisco,Design,Hospital & Health Care,45000-50000,0,1,0,Full-time,,,1
9258,CAD Operator,London,Sales,Internet,,0,0,0,,,,0
17508,Home Based Payroll Typist/Data Entry Clerks Positions Available,London,Information Technology,Hospital & Health Care,,0,0,0,,,,0
8685,Data Entry / Customer Service,San Francisco,Marketing,Marketing and Advertising,,1,0,0,,Entry level,Some High School Coursework,0
1923,Data entry,New York,Customer Service,Education Management,20000-38000,0,0,0,Full-time,Entry level,High School or equivalent,0
6955,Business Developer - Gelato Cloud,Sacramento,Health Care Provider,Consumer Services,,0,1,0,,,,1
17780,J2EE Developer Required for Bahrain,London,Marketing,Computer Software,,0,0,1,,,,0
9139,Front-End/JavaScript Engineer,New York,Sales,Information Technology and Services,,1,0,1,,,,0
6060,Project Manager | Software and Web Development,Sacramento,Customer Service,Telecommunications,,0,1,1,Full-time,Associate,Bachelor's Degree,1
12845,Truck Driver - CDL Truck Driver - Truck Driving Jobs,London,Engineering,Financial Services,,0,1,1,Full-time,Entry level,High School or equivalent,1
17683,Full-time Administrative Assistant.,New York,Marketing,Information Technology and Services,1517-1517,1,0,0,Part-time,Entry level,Some College Coursework Completed,0
4287,Gloucester Fragrance and Beauty Promotional Staff,Sacramento,Education,Oil & Energy,,0,1,0,Temporary,,,1
3357,PHP Programmer,Sacramento,Design,Telecommunications,,0,1,1,,,,1
11086,Customer Service Associate ,Sacramento,Design,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
6694,Cruise Staff Wanted *URGENT*,New York,Information Technology,Information Technology and Services,,0,0,1,,,,0
17774,Receptionist/ Admin,Sacramento,Health Care Provider,Hospital & Health Care,0-0,0,0,0,Full-time,Entry level,Certification,0
13050,Credit Analytics Lead,Athens,Other,Hospital & Health Care,,0,1,1,Full-time,Mid-Senior level,Master's Degree,1
4350,Structural Engineer,London,Information Technology,Education Management,,0,0,0,,,,0
15404,Contact Center Representatives,Athens,Health Care Provider,Hospital & Health Care,,0,1,0,Full-time,Entry level,,1
8018,Senior Sharepoint Developer,New York,Other,Consumer Services,,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,1
11948,Research Analyst,New York,Administrative,Oil & Energy,,0,0,0,Full-time,,,1
17823,5 Guys,New York,Education,Internet,,0,0,0,,,,0
17654,Senior JavaScript Developer,San Francisco,Design,Education Management,,0,1,1,,,,0
11706,Customer Service Associate,New York,Design,Consumer Services,35000-45000,0,1,1,Full-time,Associate,Bachelor's Degree,1
3056,Senior Local Government Affairs Representative,London,Engineering,Education Management,,0,0,0,Full-time,,,0
7693,English Teacher Overseas (Conversational),Athens,Education,Financial Services,,0,1,0,Contract,Entry level,Bachelor's Degree,1
10785,Customer Service Associate - Part Time ,Sacramento,Education,Hospital & Health Care,,0,1,0,Part-time,Entry level,High School or equivalent,1
8901,Marketing Support,Athens,Health Care Provider,Consumer Services,,0,1,0,Full-time,,,1
13295,Buyer,San Francisco,Health Care Provider,Consumer Services,,0,0,0,Full-time,,,1
17138,Customer Service Associate ,New York,Health Care Provider,Information Technology and Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
13122,Account Executive,San Francisco,Other,Financial Services,72000-144000,0,1,0,Full-time,Associate,Bachelor's Degree,1
1195,Web Developer,London,Other,Internet,,0,1,1,,,,1
67,AS3 / Flash Developer,Sacramento,Health Care Provider,Consumer Services,,0,1,1,,,,1
16732,Technical Customer Support Lead,New York,Design,Consumer Services,,0,1,1,Full-time,,,1
10147,Maintenance Technician,Sacramento,Engineering,Hospital & Health Care,,0,0,0,Full-time,,,1
5307,Administrative Assistant/Front Desk Clerk,London,Education,Computer Software,,0,0,0,,,,1
9305,Interactive Animator,San Francisco,Education,Financial Services,,0,1,0,Full-time,,,1
12159,Senior iOS Developer Job opportunity at Michigan,London,Design,Consumer Services,115000-130000,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
5212,Solution Design Specialist and Content Development Lead,Athens,Education,Telecommunications,,0,1,1,Full-time,Associate,Bachelor's Degree,1
3235,UI/UX Designer,Athens,Administrative,Internet,,0,1,1,Full-time,,,1
5628,Customer Assistant,New York,Marketing,Financial Services,45000-50000,0,0,0,Full-time,Internship,High School or equivalent,0
10965,Customer Service Team Lead ,New York,Information Technology,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
8139,"SharePoint Administrator/Developer (SharePoint 2007/2010, SharePoint Designer) ",Sacramento,Other,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Master's Degree,1
9018,Customer Service Associate ,Athens,Health Care Provider,Oil & Energy,,0,1,0,Full-time,Entry level,High School or equivalent,1
7655,Admin Clerk Remote Position,London,Customer Service,Computer Software,,1,0,0,,Entry level,Some High School Coursework,0
577,English Teacher Abroad ,Athens,Administrative,Consumer Services,,0,1,1,Contract,,Bachelor's Degree,1
17806,Receptionist,New York,Customer Service,Education Management,,0,0,0,Full-time,Entry level,,0
7290,Graduates: English Teacher Abroad (Conversational),New York,Education,Computer Software,,0,1,1,Contract,Entry level,Bachelor's Degree,1
10031,Android developer,San Francisco,Administrative,Consumer Services,,0,1,0,,,,1
6926,Military Outreach Consultant (Telecommute),Sacramento,Health Care Provider,Hospital & Health Care,,1,1,1,,,,0
15574,Manufacturing Engineering - Lean Manufacture,Athens,Engineering,Oil & Energy,,0,0,0,Full-time,,,1
17730,Intern Development Assistant,London,Health Care Provider,Internet,,0,1,1,Other,Internship,High School or equivalent,0
8908,Office Manager,San Francisco,Education,Hospital & Health Care,,0,1,1,Full-time,,High School or equivalent,1
1701,Cruise Staff Wanted *URGENT*,San Francisco,Health Care Provider,Education Management,,0,0,0,Full-time,,,0
4054,DATA ENTRY/RECEPTIONIST,Sacramento,Marketing,Consumer Services,,0,0,0,Full-time,Entry level,,0
17275,Senior Association Manager,Sacramento,Administrative,Financial Services,,0,1,0,Full-time,Mid-Senior level,,1
6203,Market Specialists,New York,Customer Service,Telecommunications,,0,1,1,Full-time,Entry level,Associate Degree,0
14461,Bartender/Server Wanted - Great Tips,San Francisco,Administrative,Oil & Energy,,0,1,0,Part-time,,,1
3842,Caregiver-Bangor,Athens,Customer Service,Telecommunications,,0,1,1,,,,1
7750,RN - Operating Room (OR)  ,San Francisco,Marketing,Computer Software,,0,0,0,Full-time,,,0
8881,Acquisition Marketing Manager - Netlog,Athens,Engineering,Financial Services,,0,1,1,,,,1
10588,Corporate Travel Counselor On-Site,New York,Other,Marketing and Advertising,,0,1,1,Full-time,Associate,High School or equivalent,1
17745,Required Assistant Accountant,Athens,Customer Service,Oil & Energy,25000-35000,0,0,0,Part-time,,High School or equivalent,0
14003,Cruise Staff Wanted *URGENT*,London,Engineering,Education Management,,0,0,1,Full-time,Not Applicable,,0
2267,Data Entry Admin/Clerical Positions - Work From Home,London,Information Technology,Consumer Services,,0,0,0,,,,0
9387,Graduates: English Teacher Abroad ,New York,Health Care Provider,Consumer Services,,0,1,0,Contract,,Bachelor's Degree,1
3459,Senior Statistician,Athens,Health Care Provider,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Master's Degree,1
10358,LS12 4QQ Data Processing assistant apprenticeship 16-18 year olds only!,Athens,Health Care Provider,Telecommunications,0-2000,0,1,0,Full-time,Not Applicable,High School or equivalent,1
6263,Customer Service Associate ,San Francisco,Education,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
14772,Drupal Developer,Sacramento,Other,Financial Services,,0,1,1,Full-time,Mid-Senior level,,1
534,Partner Manager,Athens,Health Care Provider,Oil & Energy,,0,1,1,Full-time,Associate,,1
5881,Sales Support Consultant,Sacramento,Education,Hospital & Health Care,,0,1,0,,,,1
6605,Occupational Therapist Skilled Nursing Facility,San Francisco,Health Care Provider,Oil & Energy,,0,1,0,,,Bachelor's Degree,1
4073,Wanted: High-Performance Marketing Manager,Athens,Education,Information Technology and Services,,0,1,1,Full-time,Associate,Bachelor's Degree,1
5189,web designer,Sacramento,Marketing,Consumer Services,,0,1,0,Full-time,Mid-Senior level,,1
9790,Ruby Developer,London,Customer Service,Oil & Energy,35000-45000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
7428,Shift Supervisor - Production,Athens,Design,Telecommunications,46000-55000,0,1,1,Full-time,Mid-Senior level,,1
6173,Dispatcher,San Francisco,Administrative,Information Technology and Services,,0,1,1,Full-time,Entry level,High School or equivalent,0
14242,CUSTOMER SUPPORT ASSOCIATE - ENGLISH.,Athens,Other,Consumer Services,,0,1,0,,,,1
14760,M5 4QH Trainee Resourcer Role/Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,London,Design,Internet,,0,1,1,Full-time,Not Applicable,High School or equivalent,1
5760,"Agency Sales Managers $150-$175,000/yr",New York,Design,Education Management,,0,1,0,Full-time,Associate,High School or equivalent,0
13580,Software Engineering Team Leader,London,Health Care Provider,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17704,Cruise Staff Wanted *URGENT*,San Francisco,Health Care Provider,Telecommunications,,0,0,0,,,,0
3519,Business Development Expert,New York,Administrative,Financial Services,,0,0,1,,,,1
3178,Regional Field Sales Representative,Athens,Design,Consumer Services,,0,0,0,Full-time,,,1
421,Receptionist - Part Time ,Athens,Administrative,Consumer Services,,0,1,0,Part-time,Entry level,High School or equivalent,1
2891,"Compensation Consultant, Toronto, ON, Canada",San Francisco,Design,Oil & Energy,80000-119000,0,0,1,Full-time,,Bachelor's Degree,0
10692,Appliance Repair Technician,San Francisco,Education,Information Technology and Services,,0,0,0,,,,1
15636,Administrative Assistant,London,Other,Hospital & Health Care,,0,1,1,Full-time,Entry level,,1
17641,Customer Service Associate,San Francisco,Information Technology,Oil & Energy,,1,0,0,,Entry level,Some High School Coursework,0
17016,IT Project Manager - Dallas,London,Education,Hospital & Health Care,,0,1,0,Full-time,,Bachelor's Degree,1
8588,PACU RN  ,New York,Information Technology,Marketing and Advertising,,0,0,0,Full-time,,,0
1569,Executive Assistant / Office Manager,London,Engineering,Oil & Energy,,0,1,0,Full-time,Mid-Senior level,Vocational,1
2505,Graduates: English Teacher Abroad ,London,Design,Hospital & Health Care,,0,1,0,Contract,,Bachelor's Degree,1
4477,Junior Graphic Designer Part Time ,Sacramento,Design,Financial Services,,0,1,1,Part-time,Entry level,Unspecified,1
15799,Customer Support Star,London,Other,Education Management,,0,1,1,Full-time,Not Applicable,,1
6059, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,Sacramento,Education,Computer Software,250000-500000,0,0,0,Full-time,Not Applicable,High School or equivalent,0
15150,URGENT Full & Part Time Workers Needed.,Sacramento,Administrative,Internet,,0,0,0,Part-time,,,0
191,Entry Level Sales,New York,Engineering,Internet,55000-75000,0,0,0,Full-time,Entry level,High School or equivalent,1
11038,Migration Center,San Francisco,Health Care Provider,Marketing and Advertising,,0,0,0,,,,0
17800,Executive Chef,Sacramento,Health Care Provider,Computer Software,65000-75000,0,0,0,Contract,Executive,,0
7605,Product Specialist,Athens,Other,Oil & Energy,,0,1,0,Full-time,Entry level,Bachelor's Degree,1
1902,Senior Docket Clerk/Court Filer ,New York,Education,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
